generationNo,genotypeID,timeAlive,alive,groupingScore
234,0,25.752083333332372,0.3125,0.2140789035160806
234,1,28.511979166665615,0.3125,0.28747292117980333
234,2,25.698958333332428,0.25,0.20803824362606232
234,3,34.15208333333203,0.1875,0.2103399433427762
234,4,34.536979166665304,0.375,0.3121667222129645
234,5,34.70937499999857,0.4375,0.2672158806865522
234,6,37.7036458333318,0.5625,0.35356607232127985
234,7,37.47552083333185,0.5,0.24631311448091983
234,8,31.945312499998792,0.25,0.2315239126812198
234,9,32.95416666666544,0.1875,0.31050033327778703
234,10,34.88437499999863,0.375,0.30414722546242295
234,11,29.97187499999894,0.25,0.23492959506748876
234,12,30.487499999998835,0.3125,0.2526974670888185
234,13,37.20677083333186,0.5625,0.29626312281286454
234,14,26.678645833332357,0.375,0.24795867355440754
234,15,34.49791666666531,0.4375,0.2232336277287119
