generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
246,0,2.0,0.06605258285502685,8.604929445618017
246,1,2.25,0.07632845769301981,8.619221057133792
246,2,3.0,0.054804665802629146,8.404213151567745
246,3,2.0,0.051055360118496575,9.109825386619033
246,4,1.0,0.007359748194778745,10.466308094432808
246,5,4.0,0.03582669875948898,8.40314508722383
246,6,2.0,0.03878911312719867,8.927064390887189
246,7,2.25,0.038927976300685056,7.928555436699981
246,8,3.25,0.06683947417144974,7.7720631951881085
246,9,1.25,0.05471209035363822,9.635223663579124
246,10,2.75,0.08396593223477135,8.508991314760735
246,11,3.0,0.025134234401036848,9.373275956911822
246,12,2.5,0.04267728198481763,7.143450640623403
246,13,1.25,0.040640622107017216,8.895732220374716
246,14,1.25,0.0657285687835586,7.7566196677409325
246,15,3.25,0.02157007961488613,6.245587425919964
