generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
321,0,1.0,0.018269459652463696,7.39337128056916
321,1,3.25,0.03725303499166865,7.497592139988251
321,2,2.25,0.03814567960009521,7.003675503142389
321,3,3.75,0.012675553439657225,8.166506171735502
321,4,2.25,0.023208759819090694,8.256696850130584
321,5,1.25,0.028207569626279457,6.7605336008664825
321,6,2.0,0.016841228278981196,6.874831870448317
321,7,3.25,0.014817900499880979,6.464666037425005
321,8,2.25,0.015472506546060461,6.52573630428334
321,9,3.0,0.060283265889074025,6.267912672230939
321,10,0.75,0.031183051654368008,7.889998164014628
321,11,2.75,0.05290407045941443,6.9494306077239365
321,12,2.0,0.028029040704594145,6.364429870478045
321,13,2.5,0.03255177338728874,6.268607287487014
321,14,2.25,0.035110687931444895,5.91837871290692
321,15,1.25,0.04189478695548679,5.8861757234817205
