generationNo,genotypeID,timeAlive,alive,groupingScore
170,0,34.07031249999867,0.5625,0.37027865210146266
170,1,35.62395833333192,0.625,0.40361738566932054
170,2,32.06562499999878,0.5625,0.29624143677096837
170,3,35.4901041666653,0.5625,0.46043556748750236
170,4,32.31718749999877,0.5,0.4004929642658767
170,5,36.32916666666521,0.5625,0.37716395112016293
170,6,30.284895833332246,0.375,0.3874745417515275
170,7,30.592708333332226,0.4375,0.38586604332531016
170,8,35.357291666665304,0.5625,0.4914714867617108
170,9,33.1005208333321,0.4375,0.47111645991483064
170,10,33.76302083333202,0.4375,0.4585609146454361
170,11,34.50416666666533,0.5625,0.3742593964080726
170,12,27.00572916666566,0.1875,0.27095676726532125
170,13,22.592708333332652,0.1875,0.2773213293834475
170,14,34.64270833333197,0.5625,0.3745949824106647
170,15,34.869270833331996,0.375,0.3530364747269024
