generationNo,genotypeID,timeAlive,alive,groupingScore
342,0,21.810937499999323,0.25,0.0841466317543442
342,1,24.886458333332563,0.3125,0.4161062842180433
342,2,24.394791666665846,0.5,0.29591168769340637
342,3,22.71562499999935,0.375,0.27755296358009995
342,4,26.815624999999123,0.5625,0.354469174006189
342,5,28.028645833332362,0.5,0.22656807902880266
342,6,27.881249999999035,0.5,0.22356284218043324
342,7,23.601041666665935,0.4375,0.29070459414425137
342,8,26.089062499999162,0.375,0.40310342775529634
342,9,23.07604166666595,0.375,0.22985598666984053
342,10,21.616666666666042,0.375,0.3475065460604618
342,11,23.125520833332583,0.5,0.42294989288264695
342,12,18.59531249999954,0.25,0.25010414187098307
342,13,26.11510416666579,0.5,0.4199446560342776
342,14,26.118229166665785,0.5,0.4101404427517258
342,15,25.204687499999196,0.5,0.2470691502023328
