generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
139,0,0.25,0.0,6.728017256431306,14.952083333333125,0.0
139,1,0.0,0.0,6.805367755760777,14.914583333333127,0.0
139,2,0.0,0.0,6.433820415930341,14.952083333333125,0.0
139,3,0.0,0.0,6.510295459421655,14.595833333333147,0.0
139,4,0.0,0.004212182929087206,6.275874515014221,16.19166666666639,0.0
139,5,0.0,0.0,6.761052911032566,16.766666666666357,0.0
139,6,0.25,0.0,6.722537591847142,15.289583333333105,0.0
139,7,0.25,0.004212182929087206,6.774761221912019,14.212499999999833,0.0
139,8,0.0,0.0,6.364483353390655,16.17916666666639,0.0
139,9,0.0,0.0,6.861526121549381,14.110416666666506,0.0
139,10,0.25,0.0,6.624480952467439,15.241666666666443,0.0
139,11,0.0,0.0,7.177586437259329,13.941666666666515,0.0
139,12,0.25,0.013423440103684504,6.614466542553889,16.668749999999697,0.0
139,13,0.0,0.0,7.319511222735814,14.914583333333127,0.0
139,14,0.0,0.013423440103684504,6.712844813033123,15.514583333333093,0.0
139,15,0.0,0.0,7.5671618701540595,14.306249999999828,0.0
