generationNo,genotypeID,foodEaten,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
32,0,0.0,19.449999999999537,0.2868913164228847,0.5045350577692258,2.18854166666633
32,1,1.875,21.08958333333278,0.2268561377522681,0.5360076628270866,4.984374999999661
32,2,1.0,19.582291666666197,0.28716904276985744,0.5300657058624736,13.697395833332708
32,3,2.375,23.68645833333263,0.31181725606369187,0.6659429327092846,12.123958333332743
32,4,1.25,21.193749999999437,0.3264904647287539,0.543841686700532,6.791666666665913
32,5,1.25,20.058333333332836,0.18857618959451952,0.47095622664251624,0.0
32,6,0.125,20.53854166666614,0.19815774856508056,0.5019217804339838,0.0
32,7,0.875,21.044791666666118,0.30093964080725794,0.5029512504777852,4.2499999999997025
32,8,0.0,18.962499999999565,0.27693945565635997,0.5104073210585075,3.57552083333265
32,9,0.875,14.388541666666484,0.2849935197185706,0.42527736310613107,33.99687499999792
32,10,1.0,23.786458333332625,0.17371783003147565,0.7033061730851111,13.091666666666034
32,11,1.0,18.9052083333329,0.3052443991853361,0.47865030289691585,4.335416666666031
32,12,1.125,22.527083333332694,0.19642195889650066,0.6358493750885962,0.0
32,13,1.375,19.05937499999952,0.1331234956489539,0.6171512631940851,24.500520833331965
32,14,1.625,22.230208333332715,0.142612479170524,0.5591037218188055,0.0
32,15,0.625,21.719791666666076,0.23215608220699868,0.5565601375493362,0.0
32,16,0.25,19.060416666666228,0.3470653582669876,0.5400544040940027,5.416666666666303
32,17,1.625,21.76458333333274,0.20327254212182932,0.48620666363555026,18.808333333332598
32,18,0.625,13.090624999999726,0.22312997593038325,0.2596761441421073,37.63020833333242
32,19,1.0,15.338541666666412,0.11386780225884095,0.34158633187567716,24.562499999998696
32,20,1.25,22.274999999999377,0.22109331605258287,0.5678413821278435,5.770833333332458
32,21,1.375,21.838541666666067,0.2627985558229957,0.7084916007115822,4.5416666666663525
32,22,0.0,16.49999999999971,0.27242640251805217,0.41950236521854406,17.435416666665226
32,23,0.0,19.905208333332844,0.13937233845584152,0.5011772404657117,0.0
32,24,0.125,20.485416666666143,0.1360164784299204,0.44676900082925664,0.0
32,25,6.5,20.373958333332816,0.2115349009442696,0.5579451763277524,32.6541666666651
32,26,2.625,21.183333333332733,0.23206350675800777,0.6748957190806778,11.21354166666652
32,27,0.625,15.931249999999661,0.2502314386224773,0.37106965462318686,23.432291666665744
32,28,0.875,22.496874999999363,0.17144973153119794,0.6801381981439325,2.6765624999996773
32,29,0.5,18.320833333332935,0.23285039807443064,0.4934472753224045,12.018229166665556
32,30,0.5,18.55833333333292,0.25939640807257913,0.6300488103038347,11.379166666665657
32,31,2.0,26.518749999999134,0.20380485095352713,0.7672664477888042,6.854166666665932
