generationNo,genotypeID,timeAlive,alive,groupingScore
273,0,30.748958333332233,0.375,0.3382591186817256
273,1,29.34427083333231,0.25,0.3421588594704685
273,2,28.91093749999893,0.3125,0.33818968709498237
273,3,28.61302083333227,0.4375,0.43395898907609703
273,4,25.48437499999912,0.25,0.3545176819107573
273,5,30.714062499998896,0.3125,0.41277078318829846
273,6,25.07708333333247,0.1875,0.4674481577485651
273,7,26.54531249999908,0.3125,0.24404045547120903
273,8,22.231249999999335,0.0625,0.32443066098870577
273,9,36.20677083333189,0.6875,0.46059757452323646
273,10,28.882812499998966,0.3125,0.39115441584891686
273,11,28.03281249999894,0.375,0.261479355674875
273,12,26.98854166666574,0.3125,0.42325495278652103
273,13,35.2838541666653,0.4375,0.4252684688020737
273,14,30.010937499998896,0.375,0.40380253656730236
273,15,35.64791666666528,0.5625,0.41287493056841323
