generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
304,0,2.25,0.015472506546060461,6.9680266209892
304,1,2.0,0.05712925493930017,6.758026345686398
304,2,2.5,0.055760533206379435,6.977403023891848
304,3,3.0,0.014341823375386812,8.044295663602421
304,4,2.75,0.04373958581290169,7.3717258328009265
304,5,3.0,0.014936919781004523,7.39884069958696
304,6,2.0,0.03130207093549155,7.101737172222015
304,7,1.25,0.048916924541775764,6.52405637420024
304,8,2.75,0.018388478933587242,6.17865839329391
304,9,2.5,0.025410616519876222,7.251696868056741
304,10,2.25,0.015591525827184004,8.104388927599697
304,11,2.25,0.03154010949773864,7.241830822505133
304,12,2.25,0.015651035467745773,6.059684079139538
304,13,2.75,0.03302785051178291,6.497142877866898
304,14,2.75,0.01719828612235182,8.585895353956142
304,15,3.0,0.0328493215900976,7.62846708776404
