generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
284,0,3.25,0.013840029624143678,8.764473931795965
284,1,1.25,0.017543047583780783,8.523948744093902
284,2,3.75,0.022588409553786336,7.39971917219856
284,3,3.25,0.023190149972227365,7.457421989792466
284,4,3.25,0.03578041103499352,7.250769414490482
284,5,1.25,0.031105350860951675,7.473231511885447
284,6,4.0,0.045408257730049986,6.967347211366041
284,7,2.75,0.01217367154230698,7.300081991409675
284,8,3.5,0.02235697093130902,7.840322624557472
284,9,3.0,0.021570079614886134,8.571618782776778
284,10,1.5,0.01277541196074801,8.933311048384024
284,11,2.75,0.024763932605073133,8.392178592893387
284,12,3.5,0.03661359007591187,8.41291938220968
284,13,2.5,0.02462506943158674,8.95573213881882
284,14,3.25,0.033928902055174966,8.738335493580266
284,15,3.0,0.003471579337159785,9.425723023411908
