generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
221,0,1.25,0.013831028161973005,9.895466155907826
221,1,2.75,0.024204299283452756,9.73470726602774
221,2,1.0,0.0013747708715214132,12.554795116289192
221,3,3.5,0.00899850024995834,8.888050723496256
221,4,3.0,0.014164305949008499,10.941440937958982
221,5,2.0,0.014164305949008499,11.027769770039317
221,6,2.25,0.004832527912014664,10.438803959171675
221,7,2.0,0.004832527912014664,8.691895826405743
221,8,2.75,0.024954174304282623,9.161292021210453
221,9,2.75,0.016497250458256958,8.14359417836446
221,10,2.75,0.049325112481253125,9.350879241840737
221,11,1.25,0.02828695217463756,9.670941293972112
221,12,0.25,0.002416263956007332,10.151606814266295
221,13,2.75,0.012122979503416098,10.385631751233717
221,14,4.0,0.012539576737210465,10.220007952891812
221,15,2.25,0.007082152974504249,8.956036176271159
