generationNo,genotypeID,timeAlive,alive,groupingScore
221,0,37.568229166665134,0.5625,0.44171804699216793
221,1,38.439583333331754,0.4375,0.4111814697550408
221,2,30.927083333332142,0.25,0.31807198800199965
221,3,37.855208333331824,0.4375,0.44193676053991005
221,4,39.421354166665026,0.625,0.48317988668555245
221,5,30.24010416666551,0.3125,0.4647037993667722
221,6,32.06718749999871,0.375,0.3715526578903517
221,7,36.78697916666514,0.4375,0.44206173971004836
221,8,31.982812499998765,0.375,0.37270871521413096
221,9,34.743229166665294,0.375,0.3398808531911348
221,10,35.83437499999853,0.5,0.4329486752207965
221,11,41.69479166666494,0.625,0.5763622729545075
221,12,39.140624999998415,0.5,0.42438760206632226
221,13,39.17291666666509,0.5,0.42373146142309615
221,14,35.96041666666524,0.375,0.44863356107315455
221,15,26.107812499999046,0.1875,0.34700466588901846
