generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
275,0,3.75,0.0258285502684688,8.646734532206793
275,1,4.5,0.02846695056471024,8.206458252666174
275,2,1.0,0.03142936493241992,6.5210698759460906
275,3,2.25,0.032679133493797446,7.435895128496001
275,4,2.5,0.019579707461581188,9.132699076048347
275,5,3.75,0.021477504165895202,7.0144903780276895
275,6,4.0,0.018561377522680986,8.985035530669649
275,7,1.75,0.02323643769672283,9.220167167899984
275,8,3.75,0.07382892057026477,7.128101552282908
275,9,2.0,0.014904647287539347,9.424851352649306
275,10,3.0,0.02545824847250509,7.551728439910989
275,11,3.5,0.08720607294945382,7.363873555463092
275,12,3.25,0.036289576004443616,8.073817775599759
275,13,3.75,0.03957600444362155,8.818566697707078
275,14,2.25,0.02323643769672283,9.9645993294961
275,15,1.5,0.022588409553786336,10.854731357440013
