generationNo,genotypeID,timeAlive,alive,groupingScore
214,0,28.470312499999014,0.25,0.38525870688218633
214,1,29.13072916666558,0.4375,0.45634060989835035
214,2,32.84583333333196,0.4375,0.493417763706049
214,3,28.23958333333228,0.3125,0.307844525912348
214,4,40.43229166666501,0.5,0.48115939010164976
214,5,31.02343749999878,0.375,0.2849316780536577
214,6,35.688541666665245,0.5,0.5101962172971172
214,7,42.49114583333156,0.75,0.47953466088985164
214,8,32.32239583333207,0.4375,0.4752332944509249
214,9,32.513541666665425,0.3125,0.4489043492751208
214,10,28.996354166665625,0.3125,0.4007040493251125
214,11,31.65937499999879,0.4375,0.4446029828361939
214,12,39.751562499998386,0.4375,0.6638685219130144
214,13,38.21249999999843,0.5,0.39969380103316116
214,14,31.128124999998832,0.25,0.39613189468421933
214,15,29.664062499998845,0.3125,0.32204007665389106
