generationNo,genotypeID,timeAlive,alive,groupingScore
267,0,34.36197916666532,0.625,0.3756596000740603
267,1,35.66145833333195,0.5,0.5822532864284392
267,2,37.70468749999846,0.625,0.38160757267172746
267,3,23.94010416666591,0.25,0.46365256433993707
267,4,21.110937499999384,0.1875,0.30548740973893723
267,5,20.836458333332672,0.125,0.3149995371227551
267,6,28.116666666665687,0.375,0.38057767080170335
267,7,25.789583333332434,0.25,0.44240649879651917
267,8,25.02343749999912,0.1875,0.414876874652842
267,9,29.419270833332277,0.3125,0.5042931864469543
267,10,37.760416666665165,0.5625,0.4032123680799852
267,11,28.619270833332198,0.375,0.39935891501573784
267,12,30.91093749999883,0.5,0.4838224402888354
267,13,31.439583333332187,0.4375,0.37946676541381225
267,14,32.48697916666546,0.375,0.5284553786335864
267,15,28.537499999998957,0.25,0.3863289205702648
