generationNo,genotypeID,timeAlive,alive,groupingScore
150,0,30.968229166665473,0.3125,0.2661431428095318
150,1,31.18593749999883,0.4375,0.24589651724712552
150,2,36.98072916666518,0.5,0.32997625395767377
150,3,35.463020833331925,0.4375,0.35399308448591904
150,4,25.26406249999913,0.25,0.279588818530245
150,5,38.56510416666509,0.375,0.3897162972837861
150,6,32.31458333333207,0.25,0.27469380103316116
150,7,39.19479166666505,0.5625,0.34246375604065993
150,8,38.29947916666512,0.5625,0.358284035994001
150,9,34.34635416666532,0.375,0.3342672054657557
150,10,37.50624999999848,0.5,0.3150933177803699
150,11,24.99531249999918,0.125,0.28013039493417763
150,12,33.090104166665355,0.4375,0.3887789535077487
150,13,28.7619791666656,0.125,0.2831819696717214
150,14,21.043749999999328,0.125,0.23788743542742874
150,15,27.973958333332313,0.25,0.3692092984502583
