generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
334,0,2.0,0.057902880266603195,5.774228596334031
334,1,2.0,0.015948583670554628,5.465981993012856
334,2,1.75,0.06920971197333968,6.289105403906772
334,3,3.5,0.08146869792906451,5.235413792496336
334,4,1.25,0.02291121161628184,6.908448191866425
334,5,2.5,0.036062842180433236,6.523984994082203
334,6,3.5,0.036836467507736254,6.587377255135592
334,7,2.0,0.03826469888121876,6.507977820982524
334,8,1.0,0.04951202094739348,6.590968103426265
334,9,2.25,0.026422280409426326,4.921469874596687
334,10,1.0,0.02255415377291121,6.287371133708422
334,11,2.0,0.05546298500357058,5.9672142025584325
334,12,1.0,0.012794572720780767,7.175579297637634
334,13,3.0,0.053023089740537974,4.39139460416152
334,14,2.5,0.028683646750773624,6.308783890916688
334,15,2.25,0.055105927160199956,6.91348751000856
