generationNo,genotypeID,timeAlive,alive,groupingScore
105,0,31.987499999998747,0.3125,0.31593692717880356
105,1,29.973437499998866,0.3125,0.28941009831694714
105,2,27.99635416666565,0.3125,0.3421408931844693
105,3,34.1406249999987,0.375,0.39349691718047
105,4,27.109895833332395,0.1875,0.2871813031161473
105,5,27.92291666666567,0.375,0.29799200133311116
105,6,26.451562499999092,0.0625,0.3113543576070655
105,7,28.40989583333232,0.25,0.2977420429928345
105,8,27.222916666665686,0.1875,0.298450258290285
105,9,31.75468749999876,0.1875,0.3444946675554074
105,10,37.014583333331835,0.5,0.2972942009665056
105,11,35.74166666666525,0.375,0.26769496750541577
105,12,28.943229166665517,0.4375,0.3065530744875854
105,13,38.209374999998445,0.4375,0.3663139476753874
105,14,32.76979166666541,0.1875,0.38243626062322955
105,15,30.76822916666548,0.25,0.2704340943176137
