generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
264,0,2.25,0.04633401221995927,8.590231345210158
264,1,2.5,0.056100722088502135,10.04584737704476
264,2,2.25,0.05790594334382522,9.501379380235406
264,3,1.25,0.06572856878355861,11.476250771649003
264,4,3.25,0.006017404184410294,9.405614585576897
264,5,1.25,0.014164043695611923,10.9341691327377
264,6,3.5,0.012960562858729863,9.663294354783034
264,7,2.0,0.01462692094056656,9.291722327230751
264,8,2.75,0.020320311053508608,6.780537851252747
264,9,2.25,0.04101092390298093,8.162705544635468
264,10,3.75,0.02703203110535086,8.239409341995716
264,11,2.0,0.058183669690798,7.748506510654736
264,12,3.0,0.036567302351416406,8.95308477049971
264,13,2.5,0.04943528976115535,9.356462595997101
264,14,1.5,0.04540825773004999,8.478399592565731
264,15,3.5,0.005739677837437512,8.9852553380695
