generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
356,0,3.0,0.01011663889550107,6.629295213230023
356,1,2.5,0.06801951916210426,4.860696522992967
356,2,2.0,0.05778386098547965,6.624080611646913
356,3,1.0,0.014639371578195667,7.610454208535243
356,4,2.25,0.024517971911449655,6.137830556531487
356,5,2.25,0.041061651987621996,5.715065540192072
356,6,1.25,0.01541299690549869,5.946201800851346
356,7,1.75,0.03362294691740062,5.0855060305656545
356,8,2.5,0.017376815044037132,7.000625997435916
356,9,1.0,0.023506308021899548,6.236433791845746
356,10,1.75,0.03374196619852416,7.651571082965274
356,11,1.5,0.02070935491549631,5.7373814809499
356,12,1.75,0.012139966674601287,7.074299766487222
356,13,1.0,0.03278981194953583,7.90232143939336
356,14,1.5,0.027076886455605808,7.68702487628202
356,15,4.25,0.03255177338728874,6.443815294682441
