generationNo,genotypeID,timeAlive,alive,groupingScore
356,0,27.686979166665733,0.5625,0.3577570816472268
356,1,26.64739583333246,0.5,0.3999494168055225
356,2,27.328124999999048,0.5625,0.26209533444417993
356,3,24.623437499999195,0.4375,0.37144429897643416
356,4,30.45104166666558,0.625,0.4158831230659367
356,5,21.720833333332713,0.3125,0.3866341347298262
356,6,24.42708333333258,0.3125,0.43686027136396094
356,7,26.785937499999086,0.5625,0.24346881694834566
356,8,24.445833333332452,0.5625,0.30510592716019996
356,9,25.827083333332435,0.5625,0.26289871459176384
356,10,24.85104166666583,0.5625,0.28052844560818857
356,11,28.411979166665688,0.5625,0.34060342775529634
356,12,26.643749999999105,0.625,0.28222447036419895
356,13,23.496354166665945,0.375,0.3241043799095454
356,14,25.766666666665753,0.625,0.3027850511782909
356,15,24.954166666665884,0.4375,0.3592150678409902
