generationNo,genotypeID,timeAlive,alive,groupingScore
100,0,32.324999999998774,0.1875,0.30681344775870695
100,1,32.71614583333204,0.375,0.2612272954507582
100,2,34.104687499998626,0.4375,0.2823904349275121
100,3,33.04218749999873,0.3125,0.27097567072154644
100,4,33.62291666666528,0.5,0.3773746042326279
100,5,36.626041666665195,0.375,0.2889414264289285
100,6,35.174479166665314,0.25,0.32567488751874685
100,7,29.949479166665572,0.3125,0.27100691551408096
100,8,36.89218749999854,0.375,0.27002791201466425
100,9,29.632291666665513,0.375,0.2944196800533245
100,10,32.458854166665425,0.375,0.3580861523079486
100,11,32.97708333333206,0.375,0.28374437593734375
100,12,29.656249999998877,0.375,0.27738085319113476
100,13,36.3479166666652,0.5,0.2756207298783536
100,14,34.34739583333199,0.25,0.3071883852691218
100,15,31.99062499999878,0.3125,0.30383477753707716
