generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
288,0,1.75,0.054295500833179036,7.312951606344325
288,1,4.0,0.02703203110535086,6.6495502078972955
288,2,2.25,0.05073134604702833,6.604462289411234
288,3,2.5,0.02166265506387706,7.894625483405267
288,4,3.5,0.008100351786706164,7.44416480447281
288,5,2.25,0.012173671542306981,7.632514429745453
288,6,3.25,0.019163117941122014,7.035120100320941
288,7,1.5,0.02231068320681355,7.121915602487859
288,8,2.25,0.05860025921125718,8.466714867906447
288,9,4.0,0.02874467691168302,7.870897913774811
288,10,2.0,0.04656545084243659,7.4547613324282604
288,11,1.5,0.04008516941307165,8.212549018450986
288,12,2.75,0.03022588409553786,6.175179029699885
288,13,2.75,0.04661173856693204,6.542072192863543
288,14,3.25,0.06114608405850768,7.012471364943148
288,15,2.0,0.07720792445843364,6.873191171001393
