generationNo,genotypeID,timeAlive,alive,groupingScore
288,0,33.5624999999987,0.5,0.28227411590446216
288,1,30.54374999999886,0.4375,0.36074338085539714
288,2,27.976562499999016,0.1875,0.34892843917793
288,3,26.065624999999155,0.375,0.2833618774301055
288,4,35.56093749999862,0.5625,0.3968246620996111
288,5,23.91927083333254,0.3125,0.3463594704684318
288,6,30.909374999998885,0.3125,0.3620394371412701
288,7,28.756770833332308,0.3125,0.3488590075911868
288,8,29.770833333332284,0.25,0.30122893908535453
288,9,27.612499999999073,0.25,0.28260970190705426
288,10,35.360937499998634,0.5,0.31815867431957046
288,11,29.840104166665604,0.375,0.3999027957785595
288,12,25.07447916666581,0.1875,0.31282401407146826
288,13,25.16614583333249,0.3125,0.34311932975374937
288,14,30.97135416666555,0.3125,0.4011409924088132
288,15,30.22656249999888,0.4375,0.3294875948898352
