generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
276,0,1.0,0.0317070912793927,8.637421072908872
276,1,1.5,0.044528790964636175,7.583382319648649
276,2,4.25,0.039807443066098874,7.727179846183015
276,3,2.5,0.026985743380855395,6.93957114133034
276,4,2.5,0.03578041103499352,6.773306784059158
276,5,3.25,0.016524717644880577,9.054955696564674
276,6,2.25,0.03730790594334383,9.22733749531884
276,7,2.5,0.04332531012775412,7.738054880452662
276,8,2.0,0.011849657470838734,9.830596613168847
276,9,2.25,0.024301055360118496,8.884695366092565
276,10,3.5,0.03355860025921126,10.448235539115595
276,11,3.5,0.025735974819477876,8.716285885374948
276,12,2.0,0.006526569153860396,12.133320085443605
276,13,3.5,0.031984817626365486,10.196137929835643
276,14,2.75,0.016200703573412332,10.348856414033182
276,15,3.25,0.04003888168857619,8.548410755022601
