generationNo,genotypeID,timeAlive,alive,groupingScore
286,0,29.9281249999989,0.5,0.3397866135900759
286,1,33.43541666666541,0.5,0.40483243843732647
286,2,23.95833333333254,0.3125,0.2875856322903166
286,3,21.312499999999368,0.3125,0.224021014626921
286,4,28.239583333332337,0.3125,0.3415571190520274
286,5,22.643749999999304,0.25,0.24984956489538976
286,6,30.48385416666555,0.375,0.41671681170153674
286,7,29.365104166665645,0.3125,0.30798694686169226
286,8,22.223958333332625,0.1875,0.30264071468246617
286,9,26.179166666665814,0.25,0.28250555452693943
286,10,28.416666666665698,0.3125,0.34061979263099423
286,11,36.23593749999854,0.625,0.3258887243103129
286,12,29.731770833332202,0.5,0.1746783003147565
286,13,27.573437499999073,0.25,0.2347019070542492
286,14,20.56458333333273,0.1875,0.2641987594889835
286,15,25.551562499999154,0.3125,0.2821236807998519
