generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
271,0,2.5,0.007082021847805962,7.479723468942955
271,1,1.5,0.05522125532308832,8.104900581563895
271,2,2.5,0.059340862803184596,8.634394641119314
271,3,2.75,0.038511386780225886,7.114341195174068
271,4,1.25,0.02383817811516386,9.437714414895574
271,5,4.5,0.04443621551564525,7.931640785357849
271,6,2.0,0.035224958341047954,9.075053394137377
271,7,3.25,0.015367524532493983,8.396962720457271
271,8,2.25,0.008933530827624514,8.692471562632475
271,9,2.75,0.015043510461025736,8.86370939799474
271,10,1.75,0.007082021847805962,9.717846649621144
271,11,2.0,0.021246065543417885,9.358562210430936
271,12,1.0,0.02129235326791335,10.076426135835119
271,13,2.25,0.03443806702462507,6.599509240435552
271,14,2.75,0.018561377522680982,8.599926790577399
271,15,2.5,0.033095723014256624,6.859724582632126
