generationNo,genotypeID,timeAlive,alive,groupingScore
328,0,25.716666666665805,0.4375,0.32068257557724356
328,1,21.002083333332642,0.4375,0.1886901928112354
328,2,19.906249999999407,0.25,0.20690014282313735
328,3,26.429166666665772,0.5625,0.33169185908117116
328,4,26.48593749999911,0.3125,0.39432575577243517
328,5,24.566145833332506,0.4375,0.42329207331587715
328,6,26.173437499999118,0.3125,0.467135800999762
328,7,24.516666666665877,0.3125,0.3551237800523685
328,8,22.905729166665893,0.5,0.3130950964056177
328,9,23.70052083333254,0.4375,0.29875327303023086
328,10,23.848958333332593,0.375,0.34503689597714826
328,11,22.881770833332602,0.3125,0.3053885979528684
328,12,25.279166666665848,0.5,0.281316948345632
328,13,24.34166666666586,0.5,0.32098012378005225
328,14,24.226041666665893,0.5625,0.3391603189716734
328,15,24.76197916666584,0.5,0.2947512497024518
