generationNo,genotypeID,timeAlive,alive,groupingScore
312,0,21.62135416666601,0.375,0.3231819804808379
312,1,23.027083333332595,0.375,0.31072958819328733
312,2,29.673958333332276,0.75,0.26722804094263275
312,3,24.521354166665827,0.5625,0.30721851940014283
312,4,17.964583333332953,0.125,0.38330159485836707
312,5,23.062499999999282,0.375,0.26493691978100453
312,6,22.64791666666601,0.4375,0.3654933349202571
312,7,25.506249999999195,0.4375,0.30964353725303506
312,8,24.729166666665854,0.25,0.41591287788621756
312,9,17.51979166666624,0.1875,0.2575726017614854
312,10,24.124479166665935,0.4375,0.360048202808855
312,11,22.873437499999326,0.3125,0.4534932159009759
312,12,21.999479166665942,0.3125,0.31227683884789337
312,13,23.986979166665947,0.3125,0.5048202808855033
312,14,18.031249999999556,0.25,0.32956438943108785
312,15,22.614583333332636,0.375,0.4161360390383242
