generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
169,0,0.0,0.023051286798740973,7.096915517582662,14.76666666666647,0.0
169,1,0.0,0.0,7.210961470950026,14.593749999999812,0.0
169,2,0.75,0.0010646176633956675,7.037011965429405,14.608333333333146,0.0
169,3,0.0,0.024115904462136642,6.9783096116202525,13.589583333333202,0.0
169,4,0.0,0.0,7.083017100671714,15.243749999999775,0.0
169,5,0.25,0.0,7.3717423771143995,14.352083333333159,0.0
169,6,0.25,0.0,6.793594933863806,14.249999999999831,0.0
169,7,0.25,0.0,7.453659502099716,13.97083333333318,0.0
169,8,0.0,0.0,7.292393409285543,14.579166666666481,0.0
169,9,0.0,0.0,6.732350138192642,14.579166666666481,0.0
169,10,0.0,0.0,7.115672256573463,14.295833333333162,0.0
169,11,0.0,0.0,6.969560079895254,13.887499999999852,0.0
169,12,0.75,0.0,7.010564008893711,17.977083333332956,0.0
169,13,0.5,0.00888724310312905,7.328365058698592,17.822916666666295,0.0
169,14,1.0,0.00888724310312905,7.052348996978478,15.777083333333078,0.0
169,15,0.75,0.0,7.286611667933426,15.235416666666442,0.0
