generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
272,0,1.5,0.015413812256989446,6.605482224462607
272,1,3.0,0.034530642473615994,6.783100891177565
272,2,2.25,0.028420662840214772,7.6291175113562915
272,3,3.75,0.008933530827624513,6.652445333984478
272,4,2.5,0.02568968709498241,7.446490016411883
272,5,2.25,0.03291057211627477,9.709515692534778
272,6,1.75,0.031799666728383635,8.651305659530815
272,7,4.0,0.008655804480651732,9.127342011936118
272,8,4.25,0.023004999074245507,8.11373874572411
272,9,2.75,0.030411034993519718,7.411594560982684
272,10,1.75,0.031244214034438066,8.429860381062241
272,11,2.75,0.039992593964080725,8.650555148610383
272,12,2.5,0.047583780781336786,8.341305900185091
272,13,2.75,0.06184039992593964,8.4582974076329
272,14,2.5,0.02559711164599148,8.983222461355393
272,15,3.0,0.014673208665062026,8.841144249561903
