generationNo,genotypeID,timeAlive,alive,groupingScore
272,0,29.636458333332246,0.3125,0.3703133678948343
272,1,30.263541666665525,0.5,0.2912539344565821
272,2,26.522916666665765,0.25,0.3064015922977227
272,3,30.79479166666553,0.375,0.35592945750786886
272,4,26.549999999999052,0.25,0.32841140529531565
272,5,28.006770833332304,0.3125,0.3237942047768932
272,6,33.71718749999873,0.4375,0.3616344195519348
272,7,28.50781249999903,0.25,0.42033882614330675
272,8,23.34374999999926,0.1875,0.36246759859285316
272,9,32.451041666665446,0.4375,0.39061053508609517
272,10,27.277083333332385,0.125,0.35362664321421966
272,11,30.36041666666555,0.25,0.4158604887983706
272,12,32.65677083333208,0.4375,0.39128170709127935
272,13,32.89895833333211,0.375,0.39851416404369566
272,14,31.046874999998842,0.4375,0.36472412516200703
272,15,23.068229166665887,0.25,0.36457369005739676
