generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
265,0,3.25,0.03948342899463062,8.760160579693922
265,1,1.75,0.033743751157193115,10.13584384419282
265,2,3.5,0.014950935012034807,8.7608996135626
265,3,1.25,0.01962599518607665,10.118866261964572
265,4,2.5,0.03272542121829291,9.71456303612885
265,5,3.5,0.006711720051842251,8.89951493527338
265,6,1.5,0.023791890390668397,10.158455260117293
265,7,2.0,0.021246065543417885,9.2016664375764
265,8,3.75,0.05355489724125162,7.147146242118405
265,9,2.25,0.022866135900759116,9.889779351273692
265,10,2.5,0.04489909276059989,7.554389107308163
265,11,3.25,0.07091279392705055,7.50662600770772
265,12,2.75,0.0150897981855212,8.740699158038911
265,13,3.5,0.010785039807443067,8.682474156217076
265,14,3.0,0.0199500092575449,7.792103114570485
265,15,2.25,0.013423440103684504,7.775225628410869
