generationNo,genotypeID,timeAlive,alive,groupingScore
225,0,35.51302083333187,0.5625,0.30699050158306945
225,1,29.975520833332233,0.3125,0.3239772537910348
225,2,31.072395833332155,0.3125,0.2909306782202966
225,3,37.60104166666508,0.5625,0.31179178470254953
225,4,31.6749999999988,0.3125,0.3270913181136478
225,5,28.853124999998947,0.3125,0.30336610564905847
225,6,33.98229166666535,0.375,0.42716838860189965
225,7,29.968229166665562,0.375,0.3161764705882353
225,8,38.738020833331746,0.5625,0.3918826028995167
225,9,26.914062499998977,0.3125,0.2990751541409765
225,10,29.448437499998963,0.25,0.2967526245625729
225,11,37.82708333333178,0.625,0.3916118146975504
225,12,35.431249999998556,0.375,0.3959548408598567
225,13,32.60937499999874,0.4375,0.2531661389768372
225,14,39.315104166665044,0.625,0.3751874687552075
225,15,30.83385416666552,0.3125,0.3762914514247625
