generationNo,genotypeID,timeAlive,alive,groupingScore
301,0,26.142187499999153,0.4375,0.40652523208759817
301,1,26.77447916666577,0.375,0.49242739823851467
301,2,16.598958333332863,0.25,0.31913532492263746
301,3,24.556249999999245,0.3125,0.31434479885741484
301,4,22.346354166665943,0.4375,0.3816055701023566
301,5,23.879687499999232,0.375,0.3841198524160914
301,6,24.58541666666588,0.5,0.3765323732444656
301,7,27.057291666665698,0.625,0.5088818138538442
301,8,20.36510416666611,0.375,0.33697333968102827
301,9,25.425520833332477,0.625,0.350169602475601
301,10,20.272916666666028,0.4375,0.3655825993810997
301,11,24.778124999999193,0.5625,0.32541359200190434
301,12,28.57395833333232,0.625,0.4029695310640323
301,13,24.718749999999204,0.4375,0.3990716496072364
301,14,18.458854166666168,0.25,0.2880861699595334
301,15,23.63854166666595,0.4375,0.4540585574863128
