generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
335,0,2.25,0.034515591525827186,5.701922605315636
335,1,2.25,0.017198286122351823,6.2497520142724134
335,2,0.75,0.04088312306593668,6.2781982571117165
335,3,3.25,0.03600333253987146,5.597727584939249
335,4,1.5,0.04076410378481314,7.572176708763794
335,5,3.5,0.03005236848369436,7.521666668460103
335,6,2.0,0.04695310640323733,7.602947556972149
335,7,3.25,0.061294929778624135,6.094652200023267
335,8,2.25,0.04421566293739586,6.383678541702972
335,9,2.75,0.06319923827660082,6.187106293199376
335,10,2.75,0.036122351820995005,7.643766711768622
335,11,2.75,0.027731492501785287,6.735088736572611
335,12,1.5,0.03273030230897406,5.810689136662587
335,13,2.0,0.014996429421566293,7.151146126088571
335,14,2.75,0.03850273744346584,6.117226981495611
335,15,2.5,0.04635800999761962,5.642237412063345
