generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
196,0,0.0,0.0,7.85065845580387,16.743749999999693,0.0
196,1,0.25,0.0,7.292883429444713,16.32291666666638,0.0
196,2,0.5,0.0,7.132355655759531,15.966666666666402,0.0
196,3,0.25,0.0,7.531299874364022,15.270833333333107,0.0
196,4,0.25,0.0,7.727945326162926,18.281249999999602,0.0
196,5,0.5,0.0,7.330819611671085,16.314583333333047,0.0
196,6,0.0,0.002823551194223292,7.565786913139606,15.302083333333105,0.0
196,7,0.25,0.002823551194223292,7.417225798638742,15.212499999999777,0.0
196,8,0.0,0.003564154786150713,7.48208504727431,15.31874999999977,0.0
196,9,0.5,0.0,7.1840311467251405,15.91458333333307,0.0
196,10,0.25,0.0,7.819444588362622,15.366666666666434,0.0
196,11,0.25,0.003564154786150713,6.897064902059176,15.054166666666452,0.0
196,12,0.0,0.0,6.642134183212024,17.058333333333007,0.0
196,13,0.0,0.015274949083503055,6.8918319545616615,17.306249999999658,0.0
196,14,0.25,0.023467876319200148,6.968270327087399,16.54166666666637,0.0
196,15,0.0,0.008192927235697093,7.448106487748758,15.50624999999976,0.0
