generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
295,0,2.25,0.0066654323273467875,6.340548287768803
295,1,2.75,0.027217182003332712,7.181705955429069
295,2,2.75,0.06554341788557674,7.291852230255449
295,3,2.25,0.059711164599148304,7.158370574717278
295,4,3.5,0.06938529901870025,8.152963131468917
295,5,1.25,0.05693390112942048,6.955485236587358
295,6,2.25,0.06466395112016293,8.582406613115657
295,7,2.25,0.011942232919829661,7.665947284187361
295,8,2.75,0.02703203110535086,8.23666571862023
295,9,2.0,0.042168117015367525,8.310218938027482
295,10,3.75,0.038881688576189594,8.166956030235172
295,11,2.5,0.03485465654508424,7.153992626456679
295,12,3.5,0.054249213108683574,8.663924354736373
295,13,4.0,0.04915756341418256,7.547121457934898
295,14,1.75,0.046704314015922975,7.079945195861502
295,15,2.0,0.0414275134234401,6.676406127043927
