generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
200,0,0.0,0.0,7.438860371157613,16.720833333333026,0.0
200,1,0.25,0.0022218107757822625,7.056323073260076,15.95833333333307,0.0
200,2,0.0,0.0,7.5740608564311716,16.316666666666382,0.0
200,3,0.5,0.0022218107757822625,7.534994657305647,15.772916666666411,0.0
200,4,0.25,0.0,7.565441611787744,16.38124999999971,0.0
200,5,0.0,0.0,7.287522734533342,15.929166666666404,0.0
200,6,0.25,0.0,7.411936973818641,15.335416666666436,0.0
200,7,0.0,0.0,7.341999657991108,15.006249999999788,0.0
200,8,0.25,0.0,7.538361784320619,18.14166666666628,0.0
200,9,0.25,0.0,7.729698065194729,15.760416666666412,0.0
200,10,0.0,0.0,6.8720414818688065,16.218749999999723,0.0
200,11,0.0,0.0,7.227139393551693,15.57708333333309,0.0
200,12,0.25,0.0,6.871551537247316,19.072916666666224,0.0
200,13,0.25,0.0026384002962414367,7.282748379362331,17.38333333333299,0.0
200,14,0.25,0.0026384002962414367,7.6368304056463865,16.03749999999973,0.0
200,15,0.0,0.0,7.6069223650545865,15.520833333333092,0.0
