generationNo,genotypeID,timeAlive,alive,groupingScore
175,0,29.701041666665553,0.375,0.2383933530827624
175,1,28.481770833332288,0.375,0.38391038696537677
175,2,31.181770833332102,0.5625,0.4022287539344566
175,3,32.264583333332105,0.4375,0.4688715052768006
175,4,34.2921874999987,0.4375,0.47764302906869094
175,5,33.20416666666537,0.5,0.35809340862803185
175,6,29.599479166665496,0.625,0.31292816145158303
175,7,37.242187499998515,0.6875,0.6288418811331236
175,8,32.51562499999876,0.5,0.423173949268654
175,9,36.0296874999986,0.6875,0.42578920570264767
175,10,29.834374999998897,0.375,0.3636710794297352
175,11,32.032291666665415,0.5,0.36536058137381966
175,12,30.902604166665554,0.5,0.47525921125717463
175,13,32.97864583333207,0.5,0.38013793741899654
175,14,30.50833333333221,0.4375,0.2838247546750602
175,15,30.407812499998805,0.375,0.34407980003703015
