generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
260,0,2.5,0.026708017033882613,7.360883997061798
260,1,3.0,0.026337715237918904,7.4642618937313365
260,2,3.5,0.014210331420107386,8.031495989145636
260,3,1.0,0.029207554156637658,8.339619034317396
260,4,1.75,0.0571653397518978,9.575519751966375
260,5,3.75,0.020274023329013145,7.618925509181503
260,6,2.25,0.04138122569894464,8.908505208308863
260,7,3.25,0.03147565265691539,8.13425581430069
260,8,3.25,0.04600999814849102,8.166495706141824
260,9,2.25,0.06221070172190335,7.973624027492967
260,10,2.0,0.06447880022218108,8.010362083547216
260,11,2.0,0.04207554156637659,9.195699675814618
260,12,1.75,0.014441770042584706,9.188712323306225
260,13,2.25,0.038881688576189594,6.786286280857228
260,14,2.25,0.014025180522125532,8.156466029080898
260,15,2.0,0.022912423625254582,6.828901560040088
