generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
287,0,2.5,0.03777078318829846,8.298712997456057
287,1,3.5,0.01981114608405851,8.03376101952
287,2,3.0,0.029763006850583223,8.660769640215788
287,3,4.25,0.013469727828179966,7.733851962203981
287,4,2.5,0.011201629327902241,7.443071708949467
287,5,3.5,0.011479355674875022,7.437031374729369
287,6,2.75,0.03466950564710239,7.831194636449728
287,7,2.5,0.034345491575634136,7.712679128712459
287,8,2.25,0.03851138678022588,7.948729093419172
287,9,4.5,0.03698389187187558,8.740375558348568
287,10,2.5,0.016246991297907794,8.258037768094667
287,11,1.25,0.016802443991853364,9.58973600983846
287,12,2.0,0.0317070912793927,7.087437551509305
287,13,3.0,0.04212182929087206,7.6722340385293855
287,14,2.25,0.002406961673764118,8.16674521390381
287,15,3.25,0.019024254767635626,7.275021613998846
