generationNo,genotypeID,timeAlive,alive,groupingScore
287,0,32.69895833333211,0.5625,0.381133123495649
287,1,20.81666666666603,0.125,0.3150805406406221
287,2,27.47135416666567,0.375,0.2662238474356601
287,3,23.513541666665972,0.1875,0.2965075911868173
287,4,18.710416666666163,0.1875,0.24448018885391595
287,5,22.93489583333264,0.25,0.22275967413441955
287,6,30.943749999998815,0.5625,0.28200796148861323
287,7,27.505208333332373,0.3125,0.3360257359748195
287,8,30.10208333333226,0.375,0.3403420662840214
287,9,25.665624999999128,0.25,0.3245232364376967
287,10,25.134374999999178,0.1875,0.30299944454730604
287,11,25.148437499999183,0.25,0.3017612479170524
287,12,25.847395833332488,0.3125,0.2741274763932605
287,13,19.978645833332738,0.1875,0.270632753193853
287,14,23.003645833332634,0.1875,0.34531799666728386
287,15,31.270833333332202,0.3125,0.3045847991112757
