generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
347,0,2.75,0.07153058795524875,5.206314769533384
347,1,3.25,0.06099738157581529,4.651009197229149
347,2,0.5,0.016662699357295883,6.8397834897733
347,3,2.25,0.025470126160437992,6.527916665447238
347,4,1.25,0.02535110687931445,6.15176652860667
347,5,2.25,0.037848131397286364,6.741450481097264
347,6,1.75,0.016841228278981196,6.84527971275227
347,7,2.25,0.047072125684360866,6.900338294443433
347,8,2.0,0.04040704594144251,6.000986658549258
347,9,1.25,0.047726731730540345,5.524117332477707
347,10,2.5,0.04748869316829327,6.192519245719348
347,11,2.0,0.05183289692930255,6.378250168426723
347,12,2.75,0.04534634610806951,7.524782301008106
347,13,0.25,0.023387288740776006,6.815573823112189
347,14,2.75,0.062366103308736015,6.550046005807471
347,15,2.0,0.026184241847179244,5.943741782212138
