step,species,genotypeID,agentIndex,x,y,vx,vy,alive,msg0,msg1,receivedMessage0,receivedMessage1,move0,move1,nearestEnemyDist,nearestAllyDist,visibleEnemyCount,visibleAllyCount
0,predator,0,0,-7.182022571563721,5.329998970031738,-9.191589924739674e-06,1.165279172710143e-05,True,1.0830680131912231,-3.8572592735290527,0.0,0.0,1.7741823196411133,-5.353819370269775,0.8628890514373779,3.927330255508423,3,1
0,predator,1,1,-3.3382506370544434,4.524182319641113,-9.191589924739674e-06,1.165279172710143e-05,True,-5.63165807723999,-0.5601782202720642,0.0,0.0,-2.3967342376708984,-2.4666476249694824,0.41147086024284363,3.927330255508423,5,1
0,predator,2,2,-8.770483016967773,-6.556294918060303,-9.191589924739674e-06,1.165279172710143e-05,True,2.3636364936828613,-4.724312782287598,0.0,0.0,4.589371204376221,-2.6996490955352783,1.5811530351638794,4.0,1,0
0,predator,3,3,-0.09387427568435669,-4.490688323974609,-9.191589924739674e-06,1.165279172710143e-05,True,-2.7825851440429688,0.07370209693908691,0.0,0.0,1.5757699012756348,-3.568307399749756,1.3098453283309937,4.0,4,0
0,prey,0,0,2.2191855907440186,-0.957099437713623,-6.829953781561926e-05,-2.3894801415735856e-05,True,-0.20473863184452057,5.5020599365234375,0.0,0.0,4.938614368438721,-1.783094882965088,4.0,2.622915744781494,0,1
0,prey,1,1,-8.568839073181152,-8.124537467956543,-6.829953781561926e-05,-2.3894801415735856e-05,True,2.3828208446502686,-0.48900631070137024,0.0,0.0,-4.170569896697998,-2.7031805515289307,1.5811530351638794,4.0,1,0
0,prey,2,2,7.264519691467285,8.48002815246582,-6.829953781561926e-05,-2.3894801415735856e-05,True,-0.1133655533194542,4.550778388977051,0.0,0.0,0.051744043827056885,-3.439887285232544,4.0,4.0,0,0
0,prey,3,3,1.4833496809005737,-8.393982887268066,-6.829953781561926e-05,-2.3894801415735856e-05,True,-0.153278648853302,2.4693121910095215,0.0,0.0,2.831273078918457,-4.281636714935303,4.0,1.9141144752502441,0,1
0,prey,4,4,-0.28054699301719666,-7.650677680969238,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.1289069652557373,0.289126455783844,0.0,0.0,-0.5686641931533813,0.2964285910129547,3.1654982566833496,1.9141144752502441,1,2
0,prey,5,5,-1.069175124168396,-3.6163411140441895,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.9662412405014038,2.7222774028778076,0.0,0.0,5.150667190551758,-2.1008076667785645,1.3098453283309937,1.8207365274429321,1,2
0,prey,6,6,-2.9743525981903076,4.332123756408691,-6.829953781561926e-05,-2.3894801415735856e-05,True,0.6593905091285706,2.539250612258911,0.0,0.0,1.2011213302612305,-1.5934269428253174,0.41147086024284363,2.0788140296936035,1,4
0,prey,7,7,-2.781670331954956,-6.995770454406738,-6.829953781561926e-05,-2.3894801415735856e-05,True,-1.8920118808746338,4.173659801483154,0.0,0.0,1.8958773612976074,-3.0157673358917236,3.67419171333313,2.585444211959839,1,2
0,prey,8,8,6.418021202087402,1.1128650903701782,-6.829953781561926e-05,-2.3894801415735856e-05,True,-2.1257483959198,3.927079200744629,0.0,0.0,4.9111738204956055,-4.706903457641602,4.0,4.0,0,0
0,prey,9,9,0.6684402823448181,-3.0724897384643555,-6.829953781561926e-05,-2.3894801415735856e-05,True,2.1621081829071045,3.3088977336883545,0.0,0.0,6.926239490509033,-2.373443841934204,1.6100964546203613,1.8207365274429321,1,2
0,prey,10,10,-7.996437072753906,6.627923488616943,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.3079437017440796,2.9726247787475586,0.0,0.0,3.717945098876953,1.3915448188781738,1.5322790145874023,2.255837917327881,1,2
0,prey,11,11,-4.647380352020264,5.586092472076416,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.1190024614334106,3.685471296310425,0.0,0.0,6.266909122467041,-6.146669864654541,1.6856671571731567,1.7827268838882446,2,4
0,prey,12,12,-6.3564558029174805,5.078967094421387,-6.829953781561926e-05,-2.3894801415735856e-05,True,-0.9029184579849243,0.71424400806427,0.0,0.0,2.2028870582580566,-5.808421611785889,0.8628890514373779,1.7827268838882446,2,4
0,prey,13,13,-3.0472958087921143,2.254589796066284,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.1243953704833984,5.693328857421875,0.0,0.0,-1.1227807998657227,-1.310779094696045,2.2881662845611572,2.0788140296936035,1,3
0,prey,14,14,2.818859577178955,3.3024988174438477,-6.829953781561926e-05,-2.3894801415735856e-05,True,0.3881492614746094,3.382885456085205,0.0,0.0,1.8891208171844482,-1.6203680038452148,4.0,4.0,0,0
0,prey,15,15,-5.363397598266602,1.4672672748565674,-6.829953781561926e-05,-2.3894801415735856e-05,True,-2.8922953605651855,4.918461799621582,0.0,0.0,2.2301583290100098,-3.9821975231170654,3.6668717861175537,2.446263313293457,1,3
1,predator,0,0,-7.179987907409668,5.327963829040527,0.24421018362045288,-0.2442084699869156,True,1.472011923789978,-0.6975725293159485,-5.63165807723999,-0.5601782202720642,1.5071804523468018,-6.6978302001953125,0.8639286756515503,3.923346996307373,3,1
1,predator,1,1,-3.3402860164642334,4.522147178649902,-0.2442290037870407,-0.24420830607414246,True,-0.016290366649627686,-3.059692859649658,1.0830680131912231,-3.8572592735290527,-1.9854177236557007,-0.48064982891082764,0.4161992371082306,3.923346996307373,5,1
1,predator,2,2,-8.768447875976562,-6.558330059051514,0.24421018362045288,-0.2442084699869156,True,-2.900907278060913,-0.7888226509094238,0.0,0.0,1.5848889350891113,-8.411375045776367,1.581362247467041,4.0,1,0
1,predator,3,3,-0.09183919429779053,-4.49272346496582,0.24421018362045288,-0.2442084699869156,True,0.4988829493522644,-0.642136812210083,0.0,0.0,1.0011495351791382,-7.106611251831055,1.308668851852417,4.0,4,0
1,prey,0,0,2.2220535278320312,-0.9599681496620178,0.34415432810783386,-0.34424522519111633,True,1.1725221872329712,0.8806852102279663,0.6437705755233765,3.0415198802948,3.432445526123047,1.2083740234375,4.0,2.622915744781494,0,1
1,prey,1,1,-8.571707725524902,-8.127406120300293,-0.34428784251213074,-0.34424424171447754,True,-0.13440224528312683,1.952069878578186,-1.8920118808746338,4.173659801483154,-3.498558282852173,5.498114109039307,1.581362247467041,4.0,1,0
1,prey,2,2,7.264666557312012,8.477179527282715,0.017624089494347572,-0.3418613076210022,True,-0.8717566132545471,7.972443580627441,-0.8687995672225952,3.654982328414917,0.5955598950386047,-1.7640119791030884,4.0,4.0,0,0
1,prey,3,3,1.4862176179885864,-8.396851539611816,0.34415432810783386,-0.34424522519111633,True,0.8128318786621094,4.116288185119629,0.6321011781692505,3.199204206466675,0.2968672513961792,-0.7337510585784912,4.0,1.9196687936782837,0,1
1,prey,4,4,-0.28214573860168457,-7.649844646453857,-0.1918502300977707,0.09995508193969727,True,4.047073841094971,2.411334276199341,0.375664085149765,3.6352412700653076,-1.153489589691162,0.500078558921814,3.162851572036743,1.9196687936782837,1,2
1,prey,5,5,-1.0663071870803833,-3.6192097663879395,0.34415432810783386,-0.34424522519111633,True,3.825648069381714,3.4749057292938232,-0.10384484380483627,3.7649784088134766,4.868980407714844,-0.6487752795219421,1.308668851852417,1.8207365274429321,1,2
1,prey,6,6,-2.971484661102295,4.329255104064941,0.34415432810783386,-0.34424522519111633,True,3.2405834197998047,6.303601264953613,-0.008637377060949802,3.838439464569092,0.25769954919815063,-1.4876868724822998,0.4161992371082306,2.0790233612060547,1,4
