generationNo,genotypeID,timeAlive,alive,groupingScore
229,0,28.522916666665537,0.25,0.24134519246792202
229,1,35.398958333331954,0.4375,0.39115355774037663
229,2,25.07916666666585,0.1875,0.23664805865689054
229,3,35.61718749999855,0.4375,0.3266955507415431
229,4,28.144270833332342,0.25,0.33623562739543406
229,5,31.65208333333217,0.4375,0.3444321779703382
229,6,37.96614583333175,0.4375,0.38958090318280286
229,7,27.87447916666573,0.125,0.2014351774704216
229,8,33.80312499999869,0.375,0.294523829361773
229,9,28.939583333332262,0.4375,0.1901766372271288
229,10,33.09895833333206,0.4375,0.3942467922012998
229,11,31.721354166665506,0.3125,0.2568842692884519
229,12,28.771354166665624,0.25,0.2795367438760207
229,13,33.53489583333204,0.3125,0.29828361939676723
229,14,37.334895833331814,0.5625,0.4308240293284453
229,15,27.872395833332348,0.25,0.3004499250124979
