generationNo,genotypeID,timeAlive,alive,groupingScore
195,0,26.46718749999901,0.25,0.2544784202632895
195,1,35.77552083333191,0.375,0.36084610898183633
195,2,21.790104166665962,0.125,0.21780744875854022
195,3,42.207291666664915,0.6875,0.4407390434927512
195,4,26.03177083333246,0.25,0.2106940509915014
195,5,30.190104166665524,0.3125,0.29043076153974334
195,6,32.06510416666545,0.375,0.317603316113981
195,7,30.22708333333222,0.25,0.3436093984335944
195,8,28.52916666666562,0.3125,0.2263893517747042
195,9,35.63854166666525,0.375,0.3958402766205632
195,10,33.52968749999874,0.1875,0.31444759206798867
195,11,33.92968749999868,0.5,0.3197592067988669
195,12,31.68229166666547,0.3125,0.29592984502582903
195,13,35.89947916666523,0.25,0.31898850191634726
195,14,32.65520833333204,0.5,0.2910869021829695
195,15,39.05937499999838,0.6875,0.28913931011498084
