generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
240,0,2.25,0.03365117570820218,8.736947064452636
240,1,2.75,0.016385854471394186,8.435202059143396
240,2,1.0,0.02069061284947232,9.454332820240701
240,3,2.75,0.021616367339381597,9.869139536012325
240,4,2.5,0.03587298648398445,9.532320354210405
240,5,2.25,0.009396408072579153,9.107407330712098
240,6,1.75,0.00925754489909276,9.096507092157385
240,7,3.0,0.027309757452323648,8.948425258760363
240,8,3.0,0.032169968524347343,8.918033450313562
240,9,1.0,0.016200703573412332,9.364958791775774
240,10,2.25,0.026569153860396225,9.212916870148142
240,11,2.25,0.031984817626365486,8.560391491011732
240,12,3.75,0.05128679874097389,9.38255730884795
240,13,1.25,0.03318829846324754,8.988321870939254
240,14,2.5,0.032679133493797446,9.31670866642748
240,15,1.5,0.0349009442695797,9.083750419015189
