generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
223,0,2.75,0.011039826695550741,9.965712462254384
223,1,4.5,0.008998500249958342,9.336938217281054
223,2,1.75,0.007707048825195801,10.64211547517132
223,3,1.5,0.003916013997667055,10.781247277471437
223,4,2.5,0.015997333777703716,9.291270088114514
223,5,3.5,0.023162806198966837,8.130964701320156
223,6,2.25,0.032702882852857856,8.222182151948864
223,7,1.5,0.008706882186302283,10.280329251476594
223,8,2.5,0.018163639393434426,10.012849600154734
223,9,4.0,0.03170304949175137,8.337296368802235
223,10,0.5,0.01016497250458257,12.245559273609526
223,11,1.0,0.016163972671221463,10.104349893587784
223,12,1.75,0.010248291951341445,9.12411542256049
223,13,2.5,0.039243459423429425,10.376050227203581
223,14,2.0,0.02866188968505249,10.34956527774487
223,15,3.0,0.02857857023829362,10.49541166362425
