generationNo,genotypeID,foodEaten,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
24,0,1.625,20.492708333332743,0.1753379003888169,0.6128355641370831,12.468749999999533
24,1,0.25,19.553124999999532,0.54765321236808,0.6520959524680229,4.145833333332716
24,2,2.0,23.023958333332658,0.29307072764302905,0.6989947938329408,10.714062499999715
24,3,0.625,18.49791666666626,0.3564849102018145,0.6093091135534205,7.420312499999342
24,4,0.75,21.9343749999994,0.38397981855212,0.6449798163995829,0.0
24,5,1.375,18.42604166666619,0.3382475467506018,0.6084778832823143,19.401041666665897
24,6,0.125,19.63958333333286,0.4474865765598963,0.5831865468930673,0.0
24,7,0.125,21.004166666666116,0.34972690242547677,0.4648917216746906,1.1302083333328714
24,8,0.25,20.709374999999465,0.28913627106091466,0.6640894903306147,0.0
24,9,2.25,21.214583333332772,0.11687650435104611,0.6610189715581051,7.568749999999243
24,10,0.5,13.568749999999785,0.27659229772264393,0.3768575430777523,40.7859374999983
24,11,1.375,19.67604166666619,0.38779855582299577,0.5245063465855597,3.890624999999713
24,12,0.5,20.06979166666612,0.15476300685058322,0.701207113755914,12.096354166666034
24,13,1.375,18.380208333332934,0.30232827254212186,0.5256495348327351,14.619791666665506
24,14,3.0,21.44687499999937,0.3054989816700611,0.6416665913078121,21.440104166664927
24,15,3.0,18.37083333333288,0.26184965747083877,0.4975098587980901,34.17135416666539
24,16,0.5,20.558333333332808,0.266061840399926,0.6174338629384437,5.8302083333327195
24,17,0.75,17.72187499999964,0.35113867802258836,0.5202506329475249,20.076041666665482
24,18,1.75,20.39583333333278,0.3237363451212738,0.4888824797372515,8.98958333333272
24,19,0.625,19.891666666666183,0.566469172375486,0.492056232083184,0.4151041666663546
24,20,1.0,17.683333333332897,0.23697000555452696,0.45780364213429614,20.13177083333226
24,21,1.375,21.583333333332753,0.29996759859285316,0.6162712703697097,9.109374999999066
24,22,0.0,19.851041666666184,0.15355952601370118,0.5038985237436101,0.0
24,23,2.375,18.886458333332904,0.4496389557489354,0.47586498717944525,11.276041666665762
24,24,0.0,19.98645833333284,0.24608868728013333,0.5586631210126676,0.0
24,25,0.625,17.298958333332994,0.32815682281059066,0.44418783204630363,17.7447916666651
24,26,0.5,15.033333333333122,0.17022310683206812,0.4194096357242125,25.76197916666483
24,27,0.5,17.920833333332922,0.24620440659137194,0.509464189201908,13.711458333331981
24,28,1.5,24.122916666665937,0.2878865024995371,0.8024773649322832,0.0
24,29,0.25,19.899999999999512,0.3245463802999445,0.6209827685998358,10.038020833332304
24,30,0.625,18.223958333332906,0.314663951120163,0.5667933794745506,9.911458333332615
24,31,0.125,20.749999999999467,0.4137891131271987,0.5875151995714314,0.0
