generationNo,genotypeID,timeAlive,alive,groupingScore
280,0,21.654687499999376,0.0625,0.369214034438067
280,1,26.20104166666573,0.3125,0.2870996111831142
280,2,25.454166666665824,0.125,0.2921796889464914
280,3,28.685416666665606,0.3125,0.298173949268654
280,4,28.958333333332295,0.375,0.2677397704128865
280,5,33.21822916666538,0.4375,0.33361877430105535
280,6,24.322395833332518,0.3125,0.27950842436585815
280,7,27.845833333332394,0.25,0.40853545639696354
280,8,27.497916666665695,0.3125,0.37302119977781895
280,9,33.48802083333204,0.4375,0.3960724865765599
280,10,26.666666666665712,0.125,0.36602018144788
280,11,26.619791666665726,0.25,0.3522611553416034
280,12,29.13333333333232,0.375,0.32635160155526755
280,13,23.24687499999931,0.125,0.3747569894463988
280,14,18.04479166666625,0.125,0.2951421033142011
280,15,29.941145833332236,0.3125,0.33253101277541197
