generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
346,0,3.25,0.035646274696500835,5.6614679345500605
346,1,2.25,0.08325398714591764,5.886404125761684
346,2,1.75,0.07896929302547012,5.25606066546137
346,3,0.5,0.05302308974053796,6.660311322626443
346,4,2.0,0.056653177814806,7.712945728155083
346,5,2.25,0.055284456081885265,5.015034482372542
346,6,3.0,0.045643894310878355,6.359130324098404
346,7,2.5,0.07236372292311355,6.402481684049335
346,8,2.0,0.05296358009997619,5.970304767524265
346,9,1.75,0.03165912877886218,6.604603638422472
346,10,2.0,0.03386098547964771,6.287346571557964
346,11,2.25,0.04582242323256368,5.976937852214629
346,12,3.5,0.0201142585098786,6.447111159369751
346,13,1.25,0.05980718876457987,6.069306046339947
346,14,2.25,0.051951916210426094,5.6489417076330755
346,15,2.0,0.017555343965722447,8.000278299923128
