generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
307,0,4.0,0.02963580099976196,7.7664809678210105
307,1,1.5,0.020471316353249225,8.589791943571647
307,2,2.25,0.03963342061413949,7.857721959906472
307,3,1.75,0.025053558676505598,9.838163344603199
307,4,1.75,0.025053558676505595,8.395156476065832
307,5,3.25,0.01309212092358962,9.200137911990934
307,6,1.5,0.01582956438943109,9.727068352193115
307,7,2.0,0.0164246607950488,9.164103592262896
307,8,2.0,0.008985955724827422,7.410589710697336
307,9,1.25,0.008807426803142109,8.87407679840926
307,10,3.25,0.006784099024041894,7.8596460086991184
307,11,2.25,0.0058914544156153294,7.5002658394983595
307,12,1.75,0.06272316115210663,6.499317821226101
307,13,1.5,0.036657938586050945,6.677861939025859
307,14,3.75,0.05052368483694358,6.310101678494299
307,15,2.25,0.02945727207807665,6.342641331982581
