generationNo,genotypeID,timeAlive,alive,groupingScore
60,0,13.601822916666197,0.8125,0.43637184115523475
60,1,12.315104166666256,0.75,0.4599416828658706
60,2,14.585156249999493,0.9375,0.49099208553179674
60,3,12.763020833332895,0.8125,0.4755623437933908
60,4,12.809895833332908,0.6875,0.5999028047764511
60,5,10.630208333332979,0.625,0.3339350180505415
60,6,14.207812499999514,0.75,0.4442342404887531
60,7,14.35520833333284,0.8125,0.5686961955012496
60,8,14.533333333332829,0.9375,0.5010760899750069
60,9,14.651041666666154,0.875,0.5446403776728688
60,10,12.748437499999559,0.8125,0.3671202443765621
60,11,12.71562499999956,0.8125,0.4582407664537628
60,12,13.815104166666188,0.875,0.48135934462649266
60,13,14.081510416666188,0.8125,0.4603755901138573
60,14,12.695052083332918,0.75,0.4526693973896141
60,15,13.145572916666204,0.8125,0.57161205220772
