generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
217,0,2.25,0.02274620896517247,9.874518639172312
217,1,1.75,0.007998666888851858,9.989414053694235
217,2,1.5,0.010873187802032995,12.142135146443515
217,3,2.0,0.007873687718713548,8.76339817598991
217,4,3.25,0.030494917513747707,8.012353365714748
217,5,0.75,0.0481586402266289,8.577345102463012
217,6,2.5,0.05457423762706215,8.423696057614912
217,7,2.75,0.020288285285785704,7.703814892954051
217,8,2.0,0.0633644392601233,8.826653811957087
217,9,2.25,0.016663889351774704,9.8317241506318
217,10,1.75,0.044534244292617896,8.858380383619604
217,11,3.5,0.05778203632727878,9.223048902840699
217,12,4.5,0.014330944842526247,9.447241699060157
217,13,2.75,0.021496417263789366,8.334365885774904
217,14,2.0,0.02341276453924346,9.782506961811881
217,15,1.5,0.021788035327445426,8.776700823769094
