generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
354,0,2.75,0.027017376815044035,6.3135339023562675
354,1,1.75,0.00827184003808617,6.944199609706102
354,2,2.0,0.033503927636277075,6.561546163203829
354,3,3.5,0.01844798857414901,6.505067878191499
354,4,2.5,0.03207569626279457,6.119283524168741
354,5,1.75,0.02713639609616758,6.513819586788011
354,6,2.5,0.02725541537729112,6.3234063391670166
354,7,3.0,0.03332539871459176,6.825402326209719
354,8,3.5,0.026303261128302786,6.723612230167349
354,9,2.0,0.017614853606284217,7.544746557649218
354,10,1.5,0.0049988098071887645,7.9062790467632835
354,11,1.75,0.020590335634372767,7.107898774944553
354,12,1.75,0.029873839562009046,7.164571230034407
354,13,2.5,0.02059033563437277,5.706967443871558
354,14,1.25,0.026362770768864556,7.936276938031115
354,15,1.0,0.048262318495596285,7.407817275326995
