generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
252,0,3.5,0.027448620625810036,7.504476168893527
252,1,1.75,0.02008887243103129,9.440406579564973
252,2,2.25,0.011895945195334197,9.779295557530151
252,3,1.25,0.0024995371227550453,11.297213573481248
252,4,1.0,0.023051286798740973,9.556592256045963
252,5,3.25,0.037817070912793925,10.41419198721443
252,6,2.75,0.03328087391223847,7.85938164688077
252,7,2.5,0.03809479725976671,8.097980898864797
252,8,1.75,0.01888539159414923,8.676374484694373
252,9,1.5,0.02874467691168302,9.052503659788757
252,10,2.0,0.018283651175708203,9.578515725103744
252,11,2.0,0.022680985002777265,9.70469668169603
252,12,1.5,0.012358822440288835,9.24419768559361
252,13,2.5,0.0350398074430661,8.269109631907362
252,14,2.5,0.023884465839659322,8.760588343661652
252,15,1.5,0.034993519718570634,6.996956837808252
