generationNo,genotypeID,timeAlive,alive,groupingScore
353,0,26.07708333333249,0.5625,0.3375238038562247
353,1,25.024999999999125,0.5,0.4017644608426566
353,2,28.802604166665674,0.5,0.32572601761485365
353,3,25.001041666665834,0.4375,0.2729409664365627
353,4,27.631770833332407,0.625,0.3571768626517495
353,5,22.657291666665987,0.25,0.34808676505593905
353,6,24.779687499999227,0.25,0.2650410616519876
353,7,27.1020833333324,0.375,0.29309985717686265
353,8,26.420312499999113,0.375,0.38617293501547256
353,9,24.585416666665875,0.5,0.3305165436800762
353,10,27.340624999999093,0.5625,0.38949059747679127
353,11,26.388541666665773,0.4375,0.3044215662937396
353,12,19.566666666666087,0.375,0.2115121399666746
353,13,25.938541666665767,0.5,0.2496578195667698
353,14,25.938541666665806,0.3125,0.2863752677933825
353,15,25.560937499999163,0.4375,0.33883301594858367
