generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
224,0,1.25,0.060989835027495415,10.26706071838009
224,1,4.5,0.04336777203799367,8.853500160637736
224,2,2.5,0.03570238293617731,9.703797822757636
224,3,1.0,0.07273787702049658,9.74867974360264
224,4,1.75,0.0177887018830195,9.580344585145916
224,5,2.5,0.00745709048491918,8.152346621291864
224,6,2.75,0.009665055824029328,9.356792732700768
224,7,1.25,0.015580736543909348,9.708974415388898
224,8,3.0,0.054615897350441596,8.117324361985792
224,9,2.75,0.022787868688551906,8.18261134247917
224,10,2.25,0.027745375770704885,9.078192364567867
224,11,1.5,0.026703882686218962,9.087506100535393
224,12,2.75,0.028120313281119812,8.47352404044089
224,13,2.75,0.025912347942009663,9.624634007920356
224,14,3.25,0.02645392434594234,7.165609369525917
224,15,1.5,0.01674720879853358,9.12418435131698
