generationNo,genotypeID,timeAlive,alive,groupingScore
125,0,28.970833333332216,0.25,0.42441884685885684
125,1,36.22916666666525,0.375,0.3498166972171305
125,2,30.888020833332195,0.25,0.3223004499250125
125,3,32.59114583333212,0.375,0.3286118980169972
125,4,31.020833333332167,0.3125,0.32196717213797704
125,5,32.00572916666545,0.3125,0.18230294950841527
125,6,26.838541666665726,0.1875,0.37746833861023166
125,7,35.73958333333187,0.4375,0.34550491584735876
125,8,27.823958333332346,0.375,0.3715318280286619
125,9,34.57239583333201,0.3125,0.38657098816863866
125,10,31.068749999998804,0.375,0.30719880019996665
125,11,30.727083333332196,0.375,0.42348150308281957
125,12,26.37656249999909,0.125,0.31630144975837365
125,13,32.43124999999873,0.25,0.4130874020996501
125,14,27.98229166666568,0.1875,0.373666888851858
125,15,35.542708333331916,0.4375,0.3014914180969839
