step,species,genotypeID,agentIndex,x,y,vx,vy,alive,msg0,msg1,receivedMessage0,receivedMessage1,move0,move1,nearestEnemyDist,nearestAllyDist,visibleEnemyCount,visibleAllyCount
0,predator,0,0,12.388507843017578,-10.394997596740723,-9.191589924739674e-06,1.165279172710143e-05,True,1.1107516288757324,4.631575584411621,0.0,0.0,2.2205357551574707,-0.5780762434005737,2.230638027191162,4.0,1,0
0,predator,1,1,-16.264543533325195,18.971717834472656,-9.191589924739674e-06,1.165279172710143e-05,True,-0.5337645411491394,3.9006781578063965,0.0,0.0,-0.3672679662704468,1.042952060699463,4.0,4.0,0,0
0,predator,2,2,2.690279722213745,12.01905632019043,-9.191589924739674e-06,1.165279172710143e-05,True,1.7552564144134521,8.338666915893555,0.0,0.0,-5.25803804397583,-1.9684820175170898,4.0,4.0,0,0
0,predator,3,3,8.315420150756836,-11.078713417053223,-9.191589924739674e-06,1.165279172710143e-05,True,-0.8596659302711487,5.131129264831543,0.0,0.0,-1.3898036479949951,0.80748450756073,4.0,4.0,0,0
0,prey,0,0,6.076773166656494,-7.295230865478516,-6.829953781561926e-05,-2.3894801415735856e-05,True,-2.548302412033081,2.671280860900879,0.0,0.0,7.359008312225342,1.130842924118042,4.0,4.0,0,0
0,prey,1,1,-4.080991744995117,-13.550161361694336,-6.829953781561926e-05,-2.3894801415735856e-05,True,-5.539533615112305,4.3406982421875,0.0,0.0,3.713184356689453,0.12715230882167816,4.0,2.2249643802642822,0,1
0,prey,2,2,6.166233539581299,14.094019889831543,-6.829953781561926e-05,-2.3894801415735856e-05,True,-1.8770990371704102,2.3284103870391846,0.0,0.0,2.8306477069854736,-2.9329471588134766,4.0,4.0,0,0
0,prey,3,3,-8.411087989807129,10.94618034362793,-6.829953781561926e-05,-2.3894801415735856e-05,True,-9.853669166564941,6.955496788024902,0.0,0.0,8.43465518951416,5.039303779602051,4.0,0.6571946740150452,0,2
0,prey,4,4,-10.135058403015137,-6.864250659942627,-6.829953781561926e-05,-2.3894801415735856e-05,True,-4.1156206130981445,3.6372368335723877,0.0,0.0,-0.8564648628234863,-0.07156698405742645,4.0,3.804978370666504,0,1
0,prey,5,5,16.966602325439453,-7.1426310539245605,-6.829953781561926e-05,-2.3894801415735856e-05,True,-4.700218200683594,-1.2091940641403198,0.0,0.0,4.633458137512207,3.564397096633911,4.0,4.0,0,0
