generationNo,genotypeID,timeAlive,alive,groupingScore
305,0,20.431770833332706,0.25,0.3476106879314449
305,1,20.6348958333328,0.1875,0.36473458700309447
305,2,20.48593749999946,0.3125,0.32331587717210186
305,3,19.280729166666205,0.3125,0.44700666507974296
305,4,24.854687499999123,0.5,0.3068019519162104
305,5,22.593749999999314,0.375,0.30458521780528447
305,6,19.62760416666611,0.375,0.31303558676505594
305,7,23.283854166665975,0.3125,0.41195548678885974
305,8,22.026562499999354,0.4375,0.40064865508212333
305,9,22.660937499999335,0.375,0.4465603427755296
305,10,28.604166666665687,0.625,0.430879552487503
305,11,24.613020833332527,0.5,0.3344293025470126
305,12,26.257812499999147,0.4375,0.35607593430135687
305,13,21.94687499999932,0.4375,0.5138211140204714
305,14,17.81718749999951,0.3125,0.35211854320399905
305,15,24.817187499999193,0.4375,0.3944447750535587
