generationNo,genotypeID,timeAlive,alive,groupingScore
340,0,25.244791666665833,0.5,0.24494168055224946
340,1,27.202083333332357,0.5625,0.26441621042608904
340,2,23.111979166665947,0.25,0.28816055701023563
340,3,23.247916666665887,0.5,0.1983307545822423
340,4,19.410416666666165,0.25,0.2953314686979291
340,5,24.449999999999207,0.5,0.21524636991192572
340,6,20.068229166666033,0.375,0.2789960723637229
340,7,29.011458333332328,0.5625,0.3235390383242085
340,8,29.53281249999893,0.625,0.3928528921685313
340,9,24.853124999999196,0.375,0.2742204237086408
340,10,24.05937499999925,0.375,0.2808259938109974
340,11,18.617187499999517,0.25,0.12376517495834324
340,12,26.06354166666579,0.4375,0.31721613901452034
340,13,20.720312499999338,0.375,0.17265234467983812
340,14,20.81145833333265,0.375,0.17064389431087837
340,15,23.684374999999264,0.4375,0.24907760057129258
