generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
263,0,1.5,0.0392519903721533,8.981052023699892
263,1,2.25,0.02652286613590076,8.724011670013827
263,2,3.25,0.020644325124976857,8.86352034326704
263,3,2.5,0.029624143677096836,9.160977878077915
263,4,3.0,0.04077948528050361,7.94364333597378
263,5,1.75,0.03628957600444362,9.207208231299802
263,6,2.5,0.02420847991112757,8.728752252050372
263,7,3.75,0.021570079614886134,7.224234268612783
263,8,3.0,0.018792816145158306,8.898560134173097
263,9,1.5,0.009211257174597297,9.81811688183165
263,10,4.0,0.025365673023514165,9.171051049942282
263,11,4.0,0.003934456582114423,8.019559627407492
263,12,3.5,0.022356970931309016,9.532199174174004
263,13,1.0,0.019764858359563042,10.099681706731793
263,14,3.25,0.013932605073134605,7.876093588646662
263,15,1.25,0.020135160155526754,9.224464832621798
